method,scenario,simulation,speed,runs,mean_error,std_error,mean_search_time,std_search_time
Particle Filter,House19,"2,4-1,5_fast",fast,5,1.327865,0.062684,180.964113,25.380708
Particle Filter,House19,"2,4-1,5_slow",slow,5,1.361521,0.084055,211.384928,25.764672
Particle Filter,House19,"4,5-1_fast",fast,5,1.124455,0.038605,119.405542,16.333209
Particle Filter,House19,"4,5-1_slow",slow,5,1.275169,0.072410,228.994300,17.046652
Particle Filter,House20,"2-1,4_fast",fast,5,1.131896,0.046445,124.459028,12.592670
Particle Filter,House20,"2-1,4_slow",slow,5,1.243649,0.051653,183.708874,15.165137
Particle Filter,House20,4-1_fast,fast,5,1.272014,0.043994,147.873826,17.765112
Particle Filter,House20,4-1_slow,slow,5,1.319374,0.105566,198.165125,20.892038
Particle Filter,House21,"1,2,5-9,10_fast",fast,5,1.268126,0.055342,104.548494,15.678813
Particle Filter,House21,"1,2,5-9,10_slow",slow,5,1.262897,0.039658,132.494482,16.160159
Particle Filter,House21,"6,8-1,2_fast",fast,5,1.256727,0.038268,133.311967,19.252291
Particle Filter,House21,"6,8-1,2_slow",slow,5,1.571867,0.171885,200.007749,13.386717
Particle Filter,House22,2-5_fast,fast,5,1.634005,0.192493,85.722761,10.961053
Particle Filter,House22,2-5_slow,slow,5,1.479185,0.144622,97.144178,11.576744
Particle Filter,House22,6-1_fast,fast,5,1.559418,0.182701,110.859737,13.804334
Particle Filter,House22,6-1_slow,slow,5,2.590284,0.437076,185.525994,13.931203
Particle Filter,House23,"13,14-5,6,10_fast",fast,5,2.313885,0.434271,80.398615,7.077620
Particle Filter,House23,"13,14-5,6,10_slow",slow,5,2.112098,0.198216,107.896872,17.343105
Particle Filter,House23,"15-6,10_fast",fast,5,1.553556,0.117599,72.553907,4.971181
Particle Filter,House23,"15-6,10_slow",slow,5,2.665213,0.378257,124.345377,6.721500
Particle Filter,House24,"2,4-1_fast",fast,5,2.122096,0.369293,68.347800,3.117054
Particle Filter,House24,"2,4-1_slow",slow,5,2.294730,0.304728,98.183987,14.217801
Particle Filter,House24,2-1_fast,fast,5,1.646466,0.228621,69.257031,2.895859
Particle Filter,House24,2-1_slow,slow,5,2.480343,0.247512,86.968695,8.688617
Particle Filter,House25,"2,7-3_fast",fast,5,2.009211,0.215470,89.075526,10.427685
Particle Filter,House25,"2,7-3_slow",slow,5,2.699150,0.321199,111.652133,12.554179
Particle Filter,House25,"3,4-1,7_fast",fast,5,1.501951,0.180499,64.678346,1.166059
Particle Filter,House25,"3,4-1,7_slow",slow,5,1.690708,0.148892,89.268737,15.121947
Particle Filter,House26,"4,5-1,3_fast",fast,5,1.454568,0.156166,73.145327,3.560131
Particle Filter,House26,"4,5-1,3_slow",slow,5,1.540121,0.158165,107.521583,15.282278
Particle Filter,House26,"5,6-3_fast",fast,5,1.920128,0.262828,125.635371,11.794397
Particle Filter,House26,"5,6-3_slow",slow,5,2.636775,0.193318,159.136881,18.731405
Particle Filter,House27,"3,4-9_fast",fast,5,1.414421,0.093689,109.393885,15.055201
Particle Filter,House27,"3,4-9_slow",slow,5,1.881149,0.195834,153.474497,17.292634
Particle Filter,House27,"7,8,9-1,2,3,4_fast",fast,5,1.480994,0.155230,108.854055,8.602983
Particle Filter,House27,"7,8,9-1,2,3,4_slow",slow,5,1.576917,0.179302,168.141125,23.272233
Particle Filter,House28,"5,7-2,3_fast",fast,5,1.321662,0.063398,100.724042,8.016263
Particle Filter,House28,"5,7-2,3_slow",slow,5,1.660700,0.246728,186.611396,21.580558
Particle Filter,House28,"8-1,3_fast",fast,5,1.331871,0.075369,105.616200,11.719743
Particle Filter,House28,"8-1,3_slow",slow,5,1.563997,0.092442,130.687993,19.048495
Particle Filter,House29,1-3_fast,fast,5,1.858039,0.147579,119.821262,16.422833
Particle Filter,House29,1-3_slow,slow,5,1.822865,0.243606,120.846134,17.328275
Particle Filter,House29,3-1_fast,fast,5,1.234861,0.020865,71.420536,3.918007
Particle Filter,House29,3-1_slow,slow,5,1.646087,0.215006,143.569722,13.945955
Particle Filter,House30,"1,8-5_fast",fast,5,2.633398,0.383467,101.047935,11.114682
Particle Filter,House30,"1,8-5_slow",slow,5,2.556236,0.382384,111.135046,17.814402
Particle Filter,House30,"7,8-3,4_fast",fast,5,1.479048,0.092899,68.660778,3.108753
Particle Filter,House30,"7,8-3,4_slow",slow,5,2.040108,0.367520,103.583774,8.222662
Spiral,House01,"1,3-2,4_fast",fast,5,5.279819,0.698053,154.204589,23.152593
Spiral,House01,"1,3-2,4_slow",slow,5,0.785822,0.060176,91.620041,1.447034
Spiral,House01,"2,4-1_fast",fast,5,0.736656,0.027146,131.887517,18.127175
Spiral,House01,"2,4-1_slow",slow,5,1.384842,0.237133,99.321163,2.801126
Spiral,House02,"3,5-1_fast",fast,5,0.732263,0.032046,283.177782,41.076755
Spiral,House02,"3,5-1_slow",slow,5,0.796709,0.040576,106.706234,3.467242
Spiral,House02,"4,5-3_fast",fast,5,0.849554,0.047536,95.491422,3.433273
Spiral,House02,"4,5-3_slow",slow,5,0.747989,0.047187,92.851697,1.965447
Spiral,House03,"1-2,5_fast",fast,5,3.749417,0.274414,95.079141,4.667423
Spiral,House03,"1-2,5_slow",slow,5,4.141864,0.318034,97.720513,1.874444
Spiral,House03,5-3_fast,fast,5,0.718719,0.029269,530.486382,43.476338
Spiral,House03,5-3_slow,slow,5,0.837430,0.051587,682.086112,145.901491
Spiral,House04,"5,7-1,2_fast",fast,5,0.792481,0.054275,513.637042,28.824091
Spiral,House04,"5,7-1,2_slow",slow,5,1.212797,0.145086,230.653529,24.532030
Spiral,House04,"7-3,8_fast",fast,5,0.761267,0.057077,95.741406,3.674240
Spiral,House04,"7-3,8_slow",slow,5,0.858008,0.028068,99.626435,3.314710
Spiral,House05,"4,8-5_fast",fast,5,0.783521,0.044832,119.528094,11.604769
Spiral,House05,"4,8-5_slow",slow,5,0.742933,0.036207,93.292176,2.135738
Spiral,House05,"7-1,2_fast",fast,5,0.777785,0.061094,147.316118,19.172223
Spiral,House05,"7-1,2_slow",slow,5,0.825823,0.043162,98.206214,3.449861
Spiral,House06,"1,2-5_fast",fast,5,1.923113,0.457823,113.083892,4.591283
Spiral,House06,"1,2-5_slow",slow,5,3.479406,0.257435,170.859633,26.482286
Spiral,House06,"1-4,5_fast",fast,5,2.457984,0.470546,110.916511,5.542837
Spiral,House06,"1-4,5_slow",slow,5,1.892656,0.162663,125.944324,12.322180
Spiral,House07,"1,3-5_fast",fast,5,0.776079,0.057620,284.343464,26.947040
Spiral,House07,"1,3-5_slow",slow,5,1.582456,0.214636,97.513323,3.929503
Spiral,House07,6-1_fast,fast,5,0.756861,0.045099,145.614260,17.772810
Spiral,House07,6-1_slow,slow,5,2.519188,0.328019,144.173070,17.112595
Spiral,House08,"1,3-7_fast",fast,5,0.830882,0.049616,442.536275,13.017650
Spiral,House08,"1,3-7_slow",slow,5,1.118044,0.123565,126.008755,12.403696
Spiral,House08,"8,7-6_fast",fast,5,0.731941,0.052057,304.494448,32.943906
Spiral,House08,"8,7-6_slow",slow,5,0.738914,0.026473,287.104115,43.310808
Spiral,House09,"6-2,5_fast",fast,5,0.727047,0.036379,450.525674,42.877104
Spiral,House09,"6-2,5_slow",slow,5,0.766382,0.053992,103.507945,2.524598
Spiral,House09,"6-7,3_fast",fast,5,0.840640,0.037287,667.113836,77.718187
Spiral,House09,"6-7,3_slow",slow,5,0.800148,0.060150,97.128723,3.415913
Spiral,House10,"1-3,2_fast",fast,5,1.211932,0.182178,172.136842,20.230122
Spiral,House10,"1-3,2_slow",slow,5,1.270925,0.161166,245.340173,36.093574
Spiral,House10,"2,3-1_fast",fast,5,0.826377,0.041580,436.725971,27.089588
Spiral,House10,"2,3-1_slow",slow,5,2.000605,0.383024,265.966689,37.859481
Spiral,House11,"1-2,3_fast",fast,5,1.077411,0.068934,154.888673,16.870354
Spiral,House11,"1-2,3_slow",slow,5,1.462916,0.264425,235.275939,18.063388
Spiral,House11,3-2_fast,fast,5,1.046023,0.090932,189.785570,30.447429
Spiral,House11,3-2_slow,slow,5,1.565381,0.296231,337.830076,38.049234
Spiral,House12,"4,6-1_fast",fast,5,1.559705,0.097248,178.748391,26.519186
Spiral,House12,"4,6-1_slow",slow,5,1.318692,0.206962,170.665541,21.138103
Spiral,House12,"6,7-1_fast",fast,5,0.969844,0.059775,126.380838,10.609826
Spiral,House12,"6,7-1_slow",slow,5,1.992641,0.317692,304.370391,37.110616
Spiral,House13,"1,3-6_fast",fast,5,2.362841,0.266114,165.262040,25.880042
Spiral,House13,"1,3-6_slow",slow,5,1.758114,0.344059,153.106826,10.304164
Spiral,House13,"2,3-4,6_fast",fast,5,1.115279,0.130817,115.477281,9.725876
Spiral,House13,"2,3-4,6_slow",slow,5,1.938745,0.369476,199.561111,18.974222
Spiral,House14,"1,2-4,5_fast",fast,5,1.914941,0.402908,124.079339,8.112601
Spiral,House14,"1,2-4,5_slow",slow,5,2.419332,0.406273,149.298206,15.252718
Spiral,House14,"3,4-2,6_fast",fast,5,2.152092,0.245164,115.615130,10.326019
Spiral,House14,"3,4-2,6_slow",slow,5,2.655817,0.354461,151.725247,15.023756
Spiral,House15,"1,2-3,4_fast",fast,5,1.935215,0.363867,124.691644,11.769676
Spiral,House15,"1,2-3,4_slow",slow,5,3.225207,0.391553,187.074888,15.019030
Spiral,House15,"3-1,2_fast",fast,5,1.792574,0.300556,102.485451,3.409636
Spiral,House15,"3-1,2_slow",slow,5,2.215706,0.370778,126.830497,8.413727
Spiral,House16,"1,2-4,5,6_fast",fast,5,1.407674,0.282048,119.133313,5.546931
Spiral,House16,"1,2-4,5,6_slow",slow,5,3.195632,0.298488,230.042902,26.233977
Spiral,House16,"3,4,5-2_fast",fast,5,1.798094,0.267354,117.130104,9.741754
Spiral,House16,"3,4,5-2_slow",slow,5,1.403828,0.107443,126.243087,10.019380
Spiral,House17,"3,6-1_fast",fast,5,1.548286,0.299781,170.217763,26.138035
Spiral,House17,"3,6-1_slow",slow,5,1.209967,0.110786,198.037741,30.324231
Spiral,House17,"4,6-1,2_fast",fast,5,1.096918,0.131493,152.652164,15.884690
Spiral,House17,"4,6-1,2_slow",slow,5,1.694409,0.237803,234.144100,17.457600
Spiral,House18,"1,2-4,5_fast",fast,5,0.969025,0.076864,196.119796,25.705608
Spiral,House18,"1,2-4,5_slow",slow,5,1.142962,0.088106,357.845648,42.058823
Spiral,House18,"5,3-1_fast",fast,5,1.078766,0.149583,280.052319,19.077644
Spiral,House18,"5,3-1_slow",slow,5,1.123631,0.099099,275.613038,37.784109
Spiral,House19,"2,4-1,5_fast",fast,5,0.960376,0.045064,341.238989,30.458036
Spiral,House19,"2,4-1,5_slow",slow,5,1.163448,0.144772,396.193959,30.533599
Spiral,House19,"4,5-1_fast",fast,5,0.844297,0.053551,178.122327,17.991453
Spiral,House19,"4,5-1_slow",slow,5,0.933789,0.023124,376.135449,45.086900
Spiral,House20,"2-1,4_fast",fast,5,0.862638,0.045693,209.521315,20.586280
Spiral,House20,"2-1,4_slow",slow,5,0.867241,0.044162,309.024367,48.909966
Spiral,House20,4-1_fast,fast,5,0.918791,0.028148,280.523876,25.093861
Spiral,House20,4-1_slow,slow,5,1.276580,0.136221,413.230483,44.297979
Spiral,House21,"1,2,5-9,10_fast",fast,5,0.988963,0.032657,208.871639,24.692627
Spiral,House21,"1,2,5-9,10_slow",slow,5,1.132964,0.134440,260.857817,28.177694
Spiral,House21,"6,8-1,2_fast",fast,5,0.981890,0.080160,212.103186,13.878489
Spiral,House21,"6,8-1,2_slow",slow,5,1.026359,0.096476,300.115805,44.430784
Spiral,House22,2-5_fast,fast,5,1.557581,0.155444,195.533348,25.525891
Spiral,House22,2-5_slow,slow,5,1.307127,0.160458,168.082373,27.405389
Spiral,House22,6-1_fast,fast,5,1.083023,0.115430,146.059400,18.412696
Spiral,House22,6-1_slow,slow,5,1.904914,0.384554,325.531040,42.495217
Spiral,House23,"13,14-5,6,10_fast",fast,5,2.256150,0.259012,153.412125,22.453341
Spiral,House23,"13,14-5,6,10_slow",slow,5,2.257155,0.448237,167.408915,19.635236
Spiral,House23,"15-6,10_fast",fast,5,1.184638,0.147787,109.476591,3.760651
Spiral,House23,"15-6,10_slow",slow,5,2.338493,0.479966,227.794704,22.533017
Spiral,House24,"2,4-1_fast",fast,5,2.052296,0.298999,121.442906,10.924402
Spiral,House24,"2,4-1_slow",slow,5,2.652196,0.279393,177.668651,24.670617
Spiral,House24,2-1_fast,fast,5,1.281652,0.139334,109.869175,5.937234
Spiral,House24,2-1_slow,slow,5,1.807041,0.368653,151.321649,14.202099
Spiral,House25,"2,7-3_fast",fast,5,1.459335,0.233378,134.692599,11.747200
Spiral,House25,"2,7-3_slow",slow,5,2.143563,0.430755,191.024698,14.026763
Spiral,House25,"3,4-1,7_fast",fast,5,1.645815,0.212995,115.714436,8.781662
Spiral,House25,"3,4-1,7_slow",slow,5,1.630297,0.290402,138.024525,12.465356
Spiral,House26,"4,5-1,3_fast",fast,5,1.434184,0.230549,147.586786,18.607009
Spiral,House26,"4,5-1,3_slow",slow,5,1.107870,0.092241,151.601675,20.716316
Spiral,House26,"5,6-3_fast",fast,5,1.221495,0.130574,168.654290,26.793730
Spiral,House26,"5,6-3_slow",slow,5,2.472727,0.404151,326.026901,14.149438
Spiral,House27,"3,4-9_fast",fast,5,1.000348,0.109535,176.609580,22.315829
Spiral,House27,"3,4-9_slow",slow,5,1.865203,0.257567,345.150496,25.903801
Spiral,House27,"7,8,9-1,2,3,4_fast",fast,5,1.367840,0.255501,189.602246,30.751133
Spiral,House27,"7,8,9-1,2,3,4_slow",slow,5,1.280289,0.187651,247.514887,28.286858
Spiral,House28,"5,7-2,3_fast",fast,5,1.143869,0.175491,173.023125,17.505133
Spiral,House28,"5,7-2,3_slow",slow,5,1.344529,0.147457,317.798957,46.140611
Spiral,House28,"8-1,3_fast",fast,5,0.966227,0.049111,181.797077,27.313692
Spiral,House28,"8-1,3_slow",slow,5,1.261928,0.147951,249.088929,16.337816
Spiral,House29,1-3_fast,fast,5,1.282547,0.230107,205.918544,24.169460
Spiral,House29,1-3_slow,slow,5,1.706482,0.117582,238.364805,30.015214
Spiral,House29,3-1_fast,fast,5,1.091326,0.151771,125.428111,8.904320
Spiral,House29,3-1_slow,slow,5,1.192353,0.158986,209.356221,29.268811
Spiral,House30,"1,8-5_fast",fast,5,1.929493,0.250696,161.372099,21.947086
Spiral,House30,"1,8-5_slow",slow,5,3.062572,0.265845,236.471081,24.771370
Spiral,House30,"7,8-3,4_fast",fast,5,1.329138,0.241092,111.360734,3.321739
Spiral,House30,"7,8-3,4_slow",slow,5,1.306025,0.193779,142.220525,23.009686
Surge-Cast,House01,"1,3-2,4_fast",fast,5,4.805778,0.683471,89.707738,9.339046
Surge-Cast,House01,"1,3-2,4_slow",slow,5,0.684418,0.053602,59.113846,0.590473
Surge-Cast,House01,"2,4-1_fast",fast,5,0.626540,0.031375,68.720216,1.679564
Surge-Cast,House01,"2,4-1_slow",slow,5,1.087021,0.200574,60.315646,1.342565
Surge-Cast,House02,"3,5-1_fast",fast,5,0.611754,0.019182,114.082392,11.260585
Surge-Cast,House02,"3,5-1_slow",slow,5,0.688049,0.057703,65.728291,2.164461
Surge-Cast,House02,"4,5-3_fast",fast,5,0.735064,0.034753,61.326615,1.426072
Surge-Cast,House02,"4,5-3_slow",slow,5,0.656101,0.032944,59.177677,0.991730
Surge-Cast,House03,"1-2,5_fast",fast,5,3.271087,0.212053,60.003004,1.281648
Surge-Cast,House03,"1-2,5_slow",slow,5,3.885492,0.215197,61.411423,1.150027
Surge-Cast,House03,5-3_fast,fast,5,0.638966,0.033653,211.431596,8.645626
Surge-Cast,House03,5-3_slow,slow,5,0.702647,0.053880,274.309633,48.451059
Surge-Cast,House04,"5,7-1,2_fast",fast,5,0.724572,0.041909,230.753917,28.144162
Surge-Cast,House04,"5,7-1,2_slow",slow,5,1.207251,0.168232,114.646973,10.841652
Surge-Cast,House04,"7-3,8_fast",fast,5,0.634185,0.024321,60.107724,1.331493
Surge-Cast,House04,"7-3,8_slow",slow,5,0.684629,0.052609,61.192425,0.841039
Surge-Cast,House05,"4,8-5_fast",fast,5,0.738288,0.046416,73.989240,5.403725
Surge-Cast,House05,"4,8-5_slow",slow,5,0.628458,0.040923,58.738426,0.495861
Surge-Cast,House05,"7-1,2_fast",fast,5,0.625850,0.040893,72.173163,3.607362
Surge-Cast,House05,"7-1,2_slow",slow,5,0.719620,0.049605,61.314004,0.830948
Surge-Cast,House06,"1,2-5_fast",fast,5,1.490697,0.208135,65.338226,2.068000
Surge-Cast,House06,"1,2-5_slow",slow,5,3.220766,0.252410,97.807593,4.490037
Surge-Cast,House06,"1-4,5_fast",fast,5,2.256987,0.402705,67.215447,2.369195
Surge-Cast,House06,"1-4,5_slow",slow,5,1.704701,0.186817,68.678013,3.718409
Surge-Cast,House07,"1,3-5_fast",fast,5,0.676922,0.050213,134.669884,14.203929
Surge-Cast,House07,"1,3-5_slow",slow,5,1.390675,0.174274,61.503302,1.156506
Surge-Cast,House07,6-1_fast,fast,5,0.677769,0.055221,75.786102,5.070044
Surge-Cast,House07,6-1_slow,slow,5,2.547895,0.329789,76.554714,5.046109
Surge-Cast,House08,"1,3-7_fast",fast,5,0.681479,0.040081,181.129172,11.516990
Surge-Cast,House08,"1,3-7_slow",slow,5,0.904571,0.048013,71.484659,2.887629
Surge-Cast,House08,"8,7-6_fast",fast,5,0.679841,0.056795,152.049039,11.058181
Surge-Cast,House08,"8,7-6_slow",slow,5,0.628524,0.028108,128.242568,18.523306
Surge-Cast,House09,"6-2,5_fast",fast,5,0.678821,0.048925,190.352548,8.930013
Surge-Cast,House09,"6-2,5_slow",slow,5,0.622377,0.031282,61.402206,1.402101
Surge-Cast,House09,"6-7,3_fast",fast,5,0.672010,0.051285,259.339886,40.381889
Surge-Cast,House09,"6-7,3_slow",slow,5,0.740992,0.020280,62.000170,1.344843
Surge-Cast,House10,"1-3,2_fast",fast,5,0.984215,0.119682,81.223969,3.012112
Surge-Cast,House10,"1-3,2_slow",slow,5,0.992945,0.129550,106.324890,13.449626
Surge-Cast,House10,"2,3-1_fast",fast,5,0.706004,0.039908,181.693805,10.688088
Surge-Cast,House10,"2,3-1_slow",slow,5,2.107266,0.243695,140.753498,16.496140
Surge-Cast,House11,"1-2,3_fast",fast,5,0.965495,0.092677,90.494882,6.581171
Surge-Cast,House11,"1-2,3_slow",slow,5,1.313217,0.149031,114.925271,15.700866
Surge-Cast,House11,3-2_fast,fast,5,0.935623,0.074010,84.786257,4.338218
Surge-Cast,House11,3-2_slow,slow,5,1.467325,0.333944,150.747991,12.472808
Surge-Cast,House12,"4,6-1_fast",fast,5,1.283302,0.174361,90.198025,8.479702
Surge-Cast,House12,"4,6-1_slow",slow,5,1.199874,0.236649,85.468904,9.242642
Surge-Cast,House12,"6,7-1_fast",fast,5,0.884886,0.050116,72.420104,3.158436
Surge-Cast,House12,"6,7-1_slow",slow,5,1.504288,0.321607,134.185905,15.372800
Surge-Cast,House13,"1,3-6_fast",fast,5,1.934920,0.307311,84.741934,5.277410
Surge-Cast,House13,"1,3-6_slow",slow,5,2.057400,0.302453,90.219807,11.064403
Surge-Cast,House13,"2,3-4,6_fast",fast,5,0.955529,0.062665,66.690656,2.295699
Surge-Cast,House13,"2,3-4,6_slow",slow,5,1.427817,0.354397,86.387831,4.237405
Surge-Cast,House14,"1,2-4,5_fast",fast,5,1.366761,0.112237,66.766351,2.788159
Surge-Cast,House14,"1,2-4,5_slow",slow,5,2.021306,0.346606,79.523396,3.860879
Surge-Cast,House14,"3,4-2,6_fast",fast,5,2.276415,0.273135,70.517225,3.561377
Surge-Cast,House14,"3,4-2,6_slow",slow,5,2.719841,0.427621,84.096110,7.149890
Surge-Cast,House15,"1,2-3,4_fast",fast,5,1.699088,0.234436,68.872064,3.642605
Surge-Cast,House15,"1,2-3,4_slow",slow,5,3.003463,0.333424,100.518517,4.542945
Surge-Cast,House15,"3-1,2_fast",fast,5,1.850954,0.286486,64.678323,1.112743
Surge-Cast,House15,"3-1,2_slow",slow,5,1.962801,0.348013,70.693914,3.673886
Surge-Cast,House16,"1,2-4,5,6_fast",fast,5,1.243614,0.149827,69.426544,3.977429
Surge-Cast,House16,"1,2-4,5,6_slow",slow,5,2.573033,0.238888,109.172620,7.153607
Surge-Cast,House16,"3,4,5-2_fast",fast,5,1.668008,0.242893,68.862060,3.474990
Surge-Cast,House16,"3,4,5-2_slow",slow,5,1.356076,0.331342,68.941534,2.644266
Surge-Cast,House17,"3,6-1_fast",fast,5,1.422365,0.294272,88.320085,7.382217
Surge-Cast,House17,"3,6-1_slow",slow,5,1.242685,0.218942,101.451279,9.463792
Surge-Cast,House17,"4,6-1,2_fast",fast,5,0.877022,0.065247,78.188917,6.706089
Surge-Cast,House17,"4,6-1,2_slow",slow,5,1.400418,0.203087,109.128270,8.196464
Surge-Cast,House18,"1,2-4,5_fast",fast,5,0.967544,0.093770,106.617256,12.786107
Surge-Cast,House18,"1,2-4,5_slow",slow,5,1.029198,0.150925,152.649886,8.822475
Surge-Cast,House18,"5,3-1_fast",fast,5,0.839976,0.038569,111.850782,12.284296
Surge-Cast,House18,"5,3-1_slow",slow,5,1.018378,0.053572,138.689265,15.914224
Surge-Cast,House19,"2,4-1,5_fast",fast,5,0.832774,0.046983,153.207632,12.916816
Surge-Cast,House19,"2,4-1,5_slow",slow,5,1.080896,0.079551,184.940798,12.403500
Surge-Cast,House19,"4,5-1_fast",fast,5,0.766448,0.053315,97.883920,7.241534
Surge-Cast,House19,"4,5-1_slow",slow,5,0.789625,0.029451,145.861024,15.483679
Surge-Cast,House20,"2-1,4_fast",fast,5,0.758245,0.039856,95.537056,10.090118
Surge-Cast,House20,"2-1,4_slow",slow,5,0.761885,0.044551,125.538400,10.242389
Surge-Cast,House20,4-1_fast,fast,5,0.814949,0.036071,133.090070,13.539628
Surge-Cast,House20,4-1_slow,slow,5,1.048046,0.098427,175.929216,12.156984
Surge-Cast,House21,"1,2,5-9,10_fast",fast,5,0.821315,0.042992,101.118058,6.349226
Surge-Cast,House21,"1,2,5-9,10_slow",slow,5,0.992659,0.109073,127.291079,17.684946
Surge-Cast,House21,"6,8-1,2_fast",fast,5,0.887059,0.077205,97.989366,7.128034
Surge-Cast,House21,"6,8-1,2_slow",slow,5,0.887818,0.056633,137.887537,17.892114
Surge-Cast,House22,2-5_fast,fast,5,1.242663,0.228066,90.427201,6.448448
Surge-Cast,House22,2-5_slow,slow,5,1.470552,0.277778,95.998316,12.329150
Surge-Cast,House22,6-1_fast,fast,5,1.126943,0.130440,82.084086,5.943323
Surge-Cast,House22,6-1_slow,slow,5,1.517186,0.328291,132.974387,12.228556
Surge-Cast,House23,"13,14-5,6,10_fast",fast,5,2.167313,0.344437,87.013749,3.288443
Surge-Cast,House23,"13,14-5,6,10_slow",slow,5,2.335145,0.371940,96.101733,10.735061
Surge-Cast,House23,"15-6,10_fast",fast,5,1.032702,0.157872,64.798987,1.333580
Surge-Cast,House23,"15-6,10_slow",slow,5,1.625968,0.254617,94.865221,11.176410
Surge-Cast,House24,"2,4-1_fast",fast,5,2.065752,0.237739,73.922830,3.392063
Surge-Cast,House24,"2,4-1_slow",slow,5,2.430553,0.444683,84.689289,7.433472
Surge-Cast,House24,2-1_fast,fast,5,0.992766,0.066804,63.813624,1.130665
Surge-Cast,House24,2-1_slow,slow,5,1.622328,0.351346,78.715002,4.194946
Surge-Cast,House25,"2,7-3_fast",fast,5,1.308726,0.199752,71.199761,4.100261
Surge-Cast,House25,"2,7-3_slow",slow,5,1.870957,0.249343,97.782483,10.126812
Surge-Cast,House25,"3,4-1,7_fast",fast,5,1.322085,0.209837,68.272370,2.248475
Surge-Cast,House25,"3,4-1,7_slow",slow,5,1.637678,0.370459,76.516425,3.714391
Surge-Cast,House26,"4,5-1,3_fast",fast,5,1.344094,0.144234,80.154222,7.187939
Surge-Cast,House26,"4,5-1,3_slow",slow,5,1.246940,0.291803,83.213243,4.432363
Surge-Cast,House26,"5,6-3_fast",fast,5,1.119529,0.130120,87.364995,10.941752
Surge-Cast,House26,"5,6-3_slow",slow,5,1.919664,0.384033,140.670445,11.853163
Surge-Cast,House27,"3,4-9_fast",fast,5,0.830734,0.031353,80.718073,7.489989
Surge-Cast,House27,"3,4-9_slow",slow,5,1.424054,0.184262,143.928466,15.669782
Surge-Cast,House27,"7,8,9-1,2,3,4_fast",fast,5,1.452871,0.234232,107.972464,9.530409
Surge-Cast,House27,"7,8,9-1,2,3,4_slow",slow,5,1.151866,0.216195,115.063650,6.029195
Surge-Cast,House28,"5,7-2,3_fast",fast,5,1.088396,0.096676,96.749415,12.727112
Surge-Cast,House28,"5,7-2,3_slow",slow,5,1.135289,0.197467,122.620758,5.293013
Surge-Cast,House28,"8-1,3_fast",fast,5,0.793537,0.038386,82.114240,9.665515
Surge-Cast,House28,"8-1,3_slow",slow,5,1.162174,0.160816,127.581753,10.328840
Surge-Cast,House29,1-3_fast,fast,5,1.107565,0.214681,94.398693,9.825278
Surge-Cast,House29,1-3_slow,slow,5,1.618242,0.164419,120.580573,12.015356
Surge-Cast,House29,3-1_fast,fast,5,0.923808,0.086917,70.650019,3.628971
Surge-Cast,House29,3-1_slow,slow,5,1.044910,0.117104,96.503102,8.774048
Surge-Cast,House30,"1,8-5_fast",fast,5,1.680679,0.358742,86.516802,8.670413
Surge-Cast,House30,"1,8-5_slow",slow,5,2.532818,0.301870,113.537694,9.697761
Surge-Cast,House30,"7,8-3,4_fast",fast,5,1.339260,0.207753,67.428565,3.697163
Surge-Cast,House30,"7,8-3,4_slow",slow,5,1.282685,0.181368,76.757606,3.419163
Surge-Spiral,House01,"1,3-2,4_fast",fast,5,5.893755,0.883099,67.339944,11.158200
Surge-Spiral,House01,"1,3-2,4_slow",slow,5,0.770242,0.024907,35.163706,1.084621
Surge-Spiral,House01,"2,4-1_fast",fast,5,0.777951,0.029378,54.765112,6.594392
Surge-Spiral,House01,"2,4-1_slow",slow,5,1.771224,0.285120,40.237070,0.711492
Surge-Spiral,House02,"3,5-1_fast",fast,5,0.828829,0.060401,160.935777,18.529999
Surge-Spiral,House02,"3,5-1_slow",slow,5,0.916512,0.042239,45.754819,2.042875
Surge-Spiral,House02,"4,5-3_fast",fast,5,0.857905,0.067366,35.830671,1.548503
Surge-Spiral,House02,"4,5-3_slow",slow,5,0.799399,0.045844,36.495181,1.452451
Surge-Spiral,House03,"1-2,5_fast",fast,5,3.861517,0.579079,36.006987,1.122220
Surge-Spiral,House03,"1-2,5_slow",slow,5,4.823077,0.283869,40.946376,2.046429
Surge-Spiral,House03,5-3_fast,fast,5,0.835211,0.044532,335.108996,64.175961
Surge-Spiral,House03,5-3_slow,slow,5,0.887770,0.043327,325.888788,44.148584
Surge-Spiral,House04,"5,7-1,2_fast",fast,5,0.863754,0.066121,278.100468,17.591238
Surge-Spiral,House04,"5,7-1,2_slow",slow,5,1.303278,0.167865,119.854332,16.554733
Surge-Spiral,House04,"7-3,8_fast",fast,5,0.826067,0.064662,38.585066,1.598679
Surge-Spiral,House04,"7-3,8_slow",slow,5,0.923071,0.025224,38.497283,1.952421
Surge-Spiral,House05,"4,8-5_fast",fast,5,0.804025,0.054224,48.750179,1.281614
Surge-Spiral,House05,"4,8-5_slow",slow,5,0.773610,0.033028,36.601549,2.113359
Surge-Spiral,House05,"7-1,2_fast",fast,5,0.863595,0.048997,61.874600,9.486951
Surge-Spiral,House05,"7-1,2_slow",slow,5,0.929491,0.039957,38.515353,1.690041
Surge-Spiral,House06,"1,2-5_fast",fast,5,2.574400,0.510168,51.058549,3.193885
